TRANSACTION_ID,DESCRIPTION,PURP,BENEFICIARY,C5R_TRANS_ID,
"259243","Banner","support","",""
"293903","Ck 1805","support","",""
"855174","Catering 2009 Legislative Breakfast","support","",""
"1021502","2010 Contributon","support","",""
"842526","Media Consulting","support","Boren for State Senate 2008",""
"1183866","Contribution","support","",""
"1580110","Advertising","oppose","Josh Cockroft",""
"1632928","Radio Advertisement","support","Justin Wood, HD-26","1599559"
"1690125","1/4 page Ad","oppose","Ronald Skip Kelly for City Council Ward 7",""
"824682","Auto Call","oppose","Aaron Carlson","779288"
"855172","Printing","support","Legislative breakfast  invatations",""
"1183594","Contribution","support","",""
"1172715","check","support","John Trebilcock",""
"1237234","Contribution","support","",""
"1266376","Radio Production and Buy","oppose","Aaron Stiles","1218884"
"1266374","Radio Production and Buy","oppose","Ryan Smith","1218882"
"1266373","Radio Production and Buy","oppose","Kyle Burmeier","1218881"
"1266372","Radio Production and Buy","oppose","Roger Mattox","1218880"
"1266368","Radio Production and Buy","oppose","Steve Vaughan","1218883"
"1483767","Polling","support","House District 68","1483577"
"1508474","Candidate Committee","support","Oklahomans for Bob Anthony",""
"1526363","Campaign Donation","support","",""
"1593204","RETAINER","support","SD 17",""
"1592720","RETAINER","support","SD 17",""
"1651092","direct mailing","support","Brian Crane, SD-39","1597303"
"1563715","direct mailer","oppose","Kevin McDugle","1563712"
"1563716","direct mailer","oppose","Kevin McDugle","1563709"
"1563718","direct mailer","support","Brian Crane","1563713"
"1634743","Direct Mail","support","Lane, SD 7","1597785"
"1584362","Booth Rental","support","CCRP",""
"1612500","Campaign Donation","support","Dan Newberry",""
"26551","March 2004 Fees- Bank charges and adjustments","","",""
"26550","February 2004 Fees- Bank charges and adjustments","","",""
"26549","January 2004 Fees-  Bank charges and adjustments","","",""
"1322135","Expenditures of $50 or less","support","none given",""
"475077","Lobbist Expenses","support","Lobbist",""
"824656","Auto Call","oppose","Harold Wright","807156"
"874627","Independent Expenditure","support","Taylor for Tulsa",""
"971652","donation","support","",""
"1183945","Contribution","support","",""
"1183606","Contribution","support","",""
"1207284","add for candidate forum","oppose","Glen Bud Smithson, House District 2",""
"1459290","Auction Item","support","AFR PAC",""
"1459288","Auction Item","support","AFR PAC",""
"1459287","Auction Item","support","AFR PAC",""
"1459286","Auction Item","support","AFR PAC",""
"1459090","Auction Item","support","AFR PAC",""
"1459089","Auction Item","support","AFR PAC",""
"1459088","Auction Item","support","AFR PAC",""
"1459087","Auction Item","support","AFR PAC",""
"1459086","Auction Item","support","AFR PAC",""
"1459289","Auction Item","support","AFR PAC",""
"1428289","Auction Item","support","AFR PAC",""
"1428288","Auction Item","support","AFR PAC",""
"1428287","Auction Item","support","AFR PAC",""
"1428290","Auction Item","support","AFR PAC",""
"1428286","Auction Item","support","AFR PAC",""
"1440920","Auction Item","support","AFR PAC",""
"1440919","Auction Item","support","AFR PAC",""
"1440918","Auction Item","support","AFR PAC",""
"1440917","Auction Item","support","AFR PAC",""
"1440921","Auction Item","support","AFR PAC",""
"1483765","Mail Piece, Desing, Print, Mail","support","Glenn Mulready","1483482"
"1483757","Mail Piece Design, Print, and Mail","support","Friends of Todd Thomsen","1483478"
"1634742","Direct Mail","support","Lane, SD 7","1597848"
"774645","Printing and Postage","oppose","Aaron Carlson",""
"774644","Printing and Postage","support","Aaron Carlson",""
"774643","Printing and Postage","support","Aaron Carlson",""
"779372","Printing and postage","support","Aaron Stiles",""
"779370","Printing and postage","support","Aaron Carlson",""
"779368","Printing and postage","support","Kyle Coulter",""
"779366","Printing and postage","support","Aaron Stiles",""
"779365","Printing and postage","support","Jay Matlock",""
"779364","Printing and postage","support","Aaron Carlson",""
"779363","Printing and postage","support","Jay Matlock",""
"779361","Printing and postage","support","Aaron Stiles",""
"779367","Printing and postage","support","Kyle Coulter",""
"779360","Printing and Postage","support","Aaron Carlson",""
"779362","Printing and postage","support","Kyle Coulter",""
"779371","Printing and postage","support","Jay Matlock",""
"824680","Printing and Postage","oppose","Jason Nelson","779268"
"824673","Printing and Postage","oppose","Aaron Carlson","804444"
"824672","Printing and Postage","oppose","Aaron Stiles","804481"
"824670","Printing and Postage","oppose","Aaron Stiles","802224"
"824668","Printing and Postage","support","Aaron Carlson","802228"
"824674","Printing and Postage","oppose","Aaron Carlson","804477"
"824663","Printing and Postage","support","Mark McCullough","802225"
"824662","Printing and Postage","oppose","Jason Nelson","802229"
"824661","Printing and Postage","support","Mark McCullough","802227"
"824660","Printing and Postage","oppose","Aaron Stiles","802226"
"824648","Printing and Postage","oppose","Dennis Johnson","807058"
"824647","Printing and Postage","support","Corey Holland","807057"
"824646","Printing and Postage","support","Eddie Fields","807056"
"824645","Printing and Postage","support","Corey Holland","807055"
"824644","Printing and Postage","support","Harold Wright","807054"
"824642","Printing and Postage","oppose","Eddie Fields","807052"
"824641","Printing and Postage","oppose","Harold Wright","807051"
"824640","Printing and Postage","support","Dennis Johnson","807050"
"824639","Printing and Postage","support","Eddie Fields","807049"
"1266402","Phones","support","Jadine Nollan",""
"1237578","Advocating Public Policy","support","",""
"1266377","Printing and Postage","oppose","Rusty Farley","1219742"
"1266380","Printing and Postage","oppose","Jason Nelson","1219739"
"1272949","Expenditure of $50 or less","support","none given",""
"1291128","SO-2","support","na",""
"1360111","payment for making of visors","support","Bryan Co Democratic Party Fundraiser Item",""
"1691685","Publication","support","",""
"1459301","Auction Items","support","AFR PAC",""
"1459101","Auction Items","support","AFR PAC",""
"1428679","Auction Items","support","AFR PAC",""
"1440932","Auction Items","support","AFR PAC",""
"1547667","Design, Print, Mail - Mail Piece","support","Senator Brian Crain","1490792"
"1547737","AUTOMATED VOTER ID","support","SENATOR CRAIN",""
"1690127","Postcard Mailing","oppose","Ronald Skip Kelly for City Council Ward 7",""
"79819","campaign expenses-transfer for county election","","",""
"113779","Newspaper Ads- Newspaper/Periodical Advertisements","","",""
"113121","Newspaper Ads- Newspaper/Periodical Advertisements","","",""
"70919","Newspaper Ads- Newspaper/Periodical Advertisements","","",""
"733587","Endorsement postcards","support","",""
"406775","TV Ad","support","John Smith",""
"142944","TV Ad","support","John Smith","125466"
"255822","Postage for Mail Out","support","Twyla Gray","202241"
"855170","Regristration Fee Lobbyist","support","OCRFA",""
"835752","Mail - Production","oppose","Robert Murphy - Senate","773478"
"843292","Telemarketing services","support","","806276"
"1207431","stamps to mail out KenMillerLied.com letters to campaign donors","oppose","Ken Miller for State Treasurer",""
"1207416","stamps for KenMillerLied.com mail out to contributors","oppose","Ken Miller for State Treasurer",""
"1207312","stamps for mail out for candidate forum","oppose","Glen Bud Smithson, House District 2",""
"1547456","Print and Mailing Expenditures","support","",""
"1547455","Print and Mailing Expenditures","support","",""
"1457344","Print and Mailing Expenditures","support","",""
"1457342","Print and Mailing Expenditures","support","",""
"1463074","Print and Mailing Expenditures","support","",""
"1463073","Print and Mailing Expenditures","support","",""
"1266383","Printing and Postage","support","Dustin Roberts","1204236"
"1234853","Contribution","support","",""
"1458882","local election donation","support","Jay Dee Collins",""
"1634749","Robo calls","support","Rousselot HD12","1600899"
"835754","Mail - Postage","support","Jonathan Nichols - Senate","773496"
"843296","Telemarketing services","support","","801107"
"1291132","Late File Assesment","support","na",""
"1634741","Direct Mail","support","Bynum, SD 3","1597829"
"1671506","Fundraiser","support","NAACP",""
"1213609","Credit Card Discount Fees","support","",""
"1213605","Credit Card Discount Fees","support","",""
"1303919","credit card bank charges","support","transfirst",""
"1303899","credit card fees","support","BancFirst",""
"1303901","credit card fees","support","BancFirst",""
"1303914","credit card bank charges","support","Transfirst",""
"1303905","credit card fees","support","BancFirst",""
"1303893","credit card fees","support","BancFirst",""
"1303890","credit card fees","support","BancFirst",""
"1303888","credit card fees","support","BancFirst",""
"1303885","credit card fees","support","BancFirst",""
"1303904","credit card fees","support","BancFirst",""
"1303883","credid card fees","support","BancFirst",""
"293917","Ck 1807","support","",""
"350743","Advertisement","support","Anthony Sykes","350637"
"350742","Advertisement","support","Brian Bingman","350626"
"707425","-","support","",""
"835615","Auto Call","oppose","Brent Colle",""
"835606","Auto Call","oppose","Ron Sheppard",""
"835618","Auto Call","oppose","Kyle Coulter",""
"835623","Auto Call","oppose","Jeanie McDaniel",""
"835620","Auto Call","oppose","Scott Inman",""
"835622","Auto Call","oppose","Ryan Kiesel",""
"835621","Auto Call","oppose","Ken Luttrell",""
"835617","Auto Call","oppose","Jay Matlock",""
"824655","Auto Call","oppose","Aaron Stiles","807174"
"824654","Auto Call","oppose","Aaron Carlson","807173"
"824653","Auto Call","oppose","Aaron Stiles","807170"
"824652","Auto Call","oppose","Aaron Carlson","807169"
"824638","Auto Call","oppose","Jason Nelson","807172"
"1017125","To help with city council candidate election","support","",""
"1183607","Contribution","support","",""
"1183587","Contribution","support","",""
"1183618","Contribution","support","",""
"1172716","check","support","John Auffett",""
"1172720","check","support","Harry Coates",""
"1172728","check","support","Neil Brannon",""
"1266366","Printing and Postage","support","Dustin Roberts","1215961"
"1374449","Mailing label purchase","support","Jack Beller, MD for Senate",""
"1348798","Mailing label purchase","support","Jack Beller, MD for Senate",""
"1370081","Mailing label purchase","support","Jack Beller, MD for Senate",""
"1459303","Action Items","support","AFR PAC",""
"1459103","Action Items","support","AFR PAC",""
"1440934","Action Items","support","AFR PAC",""
"1428681","Action Items","support","AFR PAC",""
"1634825","Graphics Design","support","Bynum, SD 3/Lane, SD 7",""
"1593312","Graphics Design","support","Candidates",""
"1632919","GOTV Calls","support","Chuck Utsler, HD-56","1600889"
"259236","parade","support","",""
"113778","Newspaper ads- Newspaper/Periodical Advertisements","","",""
"113120","Newspaper ads- Newspaper/Periodical Advertisements","","",""
"64760","Newspaper ads- Newspaper/Periodical Advertisements","","",""
"220591","Music for Dinner","support","n/a",""
"152171","Music for Dinner","support","n/a",""
"122949","Music for Dinner","support","n/a",""
"191432","PR FIRM/PRINTING EXPENSE","support","PAUL ELIZONDO, BEXAR COUNTY TX",""
"1682267","donation","support","",""
"824643","Newspaper Ad","support","Aaron Carlson","807053"
"1172718","check","support","Cliff Aldriddge",""
"1183575","Contribution","support","",""
"1183885","Contribution","support","",""
"1266382","Radio Production and Buy","oppose","Rusty Farley","1221142"
"1602257","Annual Fee","support","",""
"1459304","Auction Items","support","AFR PAC",""
"1459104","Auction Items","support","AFR PAC",""
"1440935","Auction Items","support","AFR PAC",""
"1428682","Auction Items","support","AFR PAC",""
"1459297","Aution Item","support","AFR PAC",""
"1459296","Auction Items","support","AFR PAC",""
"1459097","Aution Item","support","AFR PAC",""
"1459096","Auction Items","support","AFR PAC",""
"1428674","Aution Item","support","AFR PAC",""
"1428673","Auction Items","support","AFR PAC",""
"1440928","Aution Item","support","AFR PAC",""
"1440927","Auction Items","support","AFR PAC",""
"1651093","radio production/placement","support","Brian Crane, SD-39","1597306"
"220600","Security for Dinneer","support","Lincoln Day Dinner",""
"220599","Dinners","support","Lincoln Day Dinneer",""
"220598","Room Rent","support","Lincoln Day Dinner",""
"224857","Room Rental","support","Lincoln Day Dinner",""
"130790","Room Rent","support","Lincoln Day Dinner",""
"130800","Security for Dinneer","support","Lincoln Day Dinner",""
"130798","Dinners","support","Lincoln Day Dinneer",""
"152180","Security for Dinneer","support","Lincoln Day Dinner",""
"152179","Dinners","support","Lincoln Day Dinneer",""
"152178","Room Rent","support","Lincoln Day Dinner",""
"303279","Phone Service","support","Communications",""
"230668","Phone Service","support","Communications",""
"795730","Research/polling","support","",""
"795725","Research/polling","support","",""
"795723","Research/polling","support","",""
"803598","Research/polling","support","",""
"795735","Research/polling","support","",""
"803592","Research/polling","support","",""
"803591","Research/polling","support","",""
"803590","Research/polling","support","",""
"535182","Suite Rental","support","Oklahoma First",""
"952289","Lunch Provided to Guests of CD5 Training","support","Fifth Congressional District Democratic Party",""
"1183844","Contribution","support","",""
"1183629","Contribution","support","",""
"1237236","Conbtribution","support","",""
"1266379","Radio Production and Buy","oppose","Jason Nelson","1219736"
"1483758","Design, Print, Mail","support","Elise Hall","1483547"
"1482573","Mail Piece","support","Mike Mazzei for Senate",""
"1482571","Mail Piece","support","Dan Newberry for Senate",""
"1482572","Mail Piece","support","Brian Crain for Senate",""
"1482570","Mail Piece","support","Clark Jolley for Senate",""
"1634746","Direct Mail","support","Lane, SD 7","1597802"
"1634747","Direct Mail","support","Bynum, SD 3","1597816"
"1651089","mailing list","support","Brian Crane, SD-39","1597305"
"1632921","Direct Mail","support","Josh Cockroft, HD-27","1582378"
"293907","Ck 1806","support","",""
"1241929","expenditure of $50 or less","support","none given",""
"372726","Newspaper letter of support","support","Anthony Sykes","367020"
"835744","Mail - Postage","oppose","Diane Drum - Senate","773441"
"835751","Mail - Postage","oppose","Robert Murphy - Senate","773472"
"955537","campaign contribution","support","Committee to Re-elect Jerry McPeak",""
"1120604","Donation","support","",""
"1183961","Contribution","support","",""
"1172736","check","support","David Derby",""
"1526394","Campaign Donation","support","",""
"1526410","Campaign Donation","support","",""
"1526399","Campaign Donation","support","",""
"1632932","Direct Mail","support","Arthur Hulbert, HD-14","1576677"
"83705","Bank service charges-Bank Account","","",""
"424325","BANK FEES","support","",""
"424323","BANK FEE","support","",""
"220597","Invitations","support","Lincoln Day Dinne",""
"130797","Invitations","support","Lincoln Day Dinne",""
"152177","Invitations","support","Lincoln Day Dinne",""
"259242","gas hoedown","support","",""
"340524","Newspaper Ad","support","J D. Johnston",""
"795718","Research services","support","",""
"745151","Research Services","support","",""
"803597","Research services","support","",""
"795726","Research services","support","",""
"803589","Research services","support","",""
"835745","Mail - Postage","support","Jim Halligan - Senate","773460"
"816394","Bank Fee","support","",""
"1172723","check","support","Connie Johnson",""
"1240049","Ad","support","None given",""
"1234852","contribution","support","",""
"1632924","Radio Advertisement","support","Katie Henke, HD-71","1597238"
"220601","Music for Dinne","support","Lincoln Day Dinner",""
"130802","Music for Dinne","support","Lincoln Day Dinner",""
"152181","Music for Dinne","support","Lincoln Day Dinner",""
"805620","Debbie Morgan Scholorship Fund","support","",""
"795738","Advertising - television","support","",""
"795733","Advertising - television","support","",""
"795732","Advertising - television","support","",""
"795731","Advertising - television","support","",""
"843297","Advertising - television","support","","803395"
"803594","Advertising - television","support","",""
"803593","Advertising - television","support","",""
"803595","Advertising - television","support","",""
"803596","Advertising - television","support","",""
"433499","Advertisement","oppose","Ami Shaffer",""
"433493","Advertisement","oppose","Mark Wofford",""
"350741","Advertisement","support","Mark Wofford","350587"
"433178","Newspaper Ad","support","Thad Balkman for House of Rep Dist 45 2006",""
"428874","Newspaper Ad","support","Thad Balkman for House of Rep Dist 45 2006","369012"
"855173","Fire Council refreshments","support","",""
"1172738","check","support","David Dank",""
"1183640","Contribution","support","",""
"1240038","Ad","support","none given",""
"1584361","Booth Rental","support","CCRP",""
"1459305","Auction items","support","AFR PAC",""
"1459105","Auction items","support","AFR PAC",""
"1428683","Auction items","support","AFR PAC",""
"1440936","Auction items","support","AFR PAC",""
"1458883","local election donation","support","Ed Graham",""
"1630755","Newspaper Ad","support","Retention of Supremem Court Justices","1599319"
"1643394","candidate support","support","",""
"128990","$50 or less Ind Exp","support","Not Given",""
"255821","Printing of Mail Piece","support","Twyla Gray","202237"
"259241","lodgeing","support","",""
"259235","Larry Adair pins","support","",""
"835750","Mail - Production","oppose","Richard Lerblance - Senate","773435"
"835749","Mail - Postage","oppose","Richard Lerblance - Senate","773416"
"824657","Auto Call","oppose","Aaron Stiles","802217"
"1008971","Mayor Campaign","support","Dewey Bartlett",""
"1240043","Ad","support","None given",""
"1266390","Printing and Postage","oppose","Jason Nelson","1218209"
"1483766","Design, Print, and Mail","support","Marian Cooksey","1483629"
"1483759","Design, Print, Mail","support","Elise Hall","1483553"
"1692345","Check","support","Monson For Our Children",""
"226945","Insurance","support","",""
"161525","Insurance","support","",""
"303281","Labels","support","Communications",""
"230680","Labels","support","Communications",""
"835753","Mail - Production","oppose","Nancy Riley - Senate","773490"
"824629","Auto Call","oppose","Aaron Stiles","805985"
"983209","Telephone Calls - amount differs from CR-5 due to actual vs. estimate","support","Todd Russ",""
"1172735","check","support","Jabar Shumate",""
"1291152","Adhesive vinyl","support","na",""
"1592725","SURVEY","support","OKLAHOMA HD 53",""
"1593207","SURVEY","support","SD 17",""
"1593206","SURVEY","support","OKLAHOMA HD 53",""
"1592729","SURVEY","support","SD 17",""
"1598102","PHONE STRATEGY","support","SD 17",""
"1593208","PHONE STRATEGY","support","SD 17",""
"1592733","PHONE STRATEGY","support","SD 17",""
"1651094","radio advertisement","support","Larry Boggs, State Senator, Senate District 7","1578079"
"1634750","Robo calls","support","Rousselot HD12","1600291"
"1632916","GOTV Calls","support","Scott Biggs, HD-51","1600892"
"255916","Expenditures of $50 or less","support","not given",""
"1194065","not given","support","not given",""
"986506","Support","support","OKC-AFT COPE",""
"1459294","Annual Registration Fee","support","Okla. Ethics Commission",""
"1459094","Annual Registration Fee","support","Okla. Ethics Commission",""
"1428671","Annual Registration Fee","support","Okla. Ethics Commission",""
"1491550","Late filing fees","support","Ethics Commission",""
"1440925","Annual Registration Fee","support","Okla. Ethics Commission",""
"727573","Sandy McGhee","support","Sandy McGhee",""
"648802","registration for PAC ","support","",""
"824671","Auto Call","support","Jason Nelson","804441"
"1183646","Contribution","support","",""
"1172732","check","support","Jerry Shoemake",""
"1483760","Design, Mail, Print","support","Brian Crain","1483560"
"1547678","VOTER MAILING AN CALLING LIST","support","SENATOR BRIAN CRAIN","1497468"
"1598099","MAILING LIST","support","SD 17",""
"1593205","MAILING LIST","support","SD 17",""
"1592722","MAILING LIST","support","SD 17",""
"1547741","PULL OF LISTS","support","SD 17 AND HD 53",""
"1547853","recorded calls","support","Kevin McDugle, Mark Croucher, Darren Gantz, Ronda Vuillemont Smith",""
"1651095","GOTV phone calls","support","Larry Boggs, SD-7","1651088"
"1682270","donation","support","",""
"259244","ad fo 8-6-05","support","",""
"824634","Printing and Postage","oppose","Jason Nelson","774638"
"824633","Printing and Postage","oppose","Aaron Carlson","774637"
"824632","Printing and Postage","oppose","Aaron Carlson","774635"
"824631","Printing and Postage","oppose","Aaron Carlson","774490"
"824630","Printing and Postage","oppose","Jason Nelson","774636"
"1426463","Annual Dues","support","State of Oklahoma",""
"1596272","Campaign contribution","support","",""
"1614500","Robo calls","support","Rep John Bennett",""
"113905","Telephone Bank- Telephone Expenses","","",""
"113245","Telephone Bank- Telephone Expenses","","",""
"76570","Telephone Bank- Telephone Expenses","","",""
"220594","Travel expenses for Speaker","support","n/a",""
"152174","Travel expenses for Speaker","support","n/a",""
"122953","Travel expenses for Speaker","support","n/a",""
"303280","Postage","support","Communications",""
"230674","Postage","support","Communications",""
"290970","Newspaper Ad","support","Randy Grau","257042"
"452603","recorded phone calls","support","",""
"358198","recorded phone calls","support","",""
"777942","Radio - Production","support","Don Barrington - Senate",""
"842816","Mail - Postage","oppose","Nancy Riley - Senate",""
